ShipmentID,GenericName,CargoUnit,OriginLocationName,OriginCountry,OriginPort,OriginPortCode,DestinationLocationName,DestinationCountry,DestinationPort,DestinationPortCode,Carrier,ModeOfTransport,SecondaryMode,ContainerNumber,BillOfLadingNumber,ETD,ETA,ATD,ATA,FreightTerms,CargoDescription,CargoWeight,CargoVolume,FreightCost,CustomsValue,TrackingNumber,TemperatureCategory,TemperatureRange,PackagingType,QualityRequirements,ComplianceRequirements,QualityMetrics,RiskCategory,InspectionFrequency,MonitoringLevel,InsuranceType,InsuranceCoverage,InsurancePremium,HandlingEquipmentCost,HandlingLaborCost,TotalHandlingCost,CarbonFootprint,CarbonFootprintUnit,RequiredDocuments
SHIP-29DBAD3A,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL51269,19-09-2022 21:00,21-09-2022 21:00,19-09-2022 23:00,22-09-2022 16:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,68.81,0.19,3134.27,12644.59,DA2502116997034,CRT,15C to 25C,Cardboard Box,"['HACCP', 'GMP']","['MHRA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9977531118894225}",MEDIUM,Weekly,Enhanced,Standard,12644.59,455.21,40.81,14.05,54.86,281.69,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-9D4AFF13,Paracetamol,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL94277,10-12-2023 21:00,14-12-2023 21:00,10-12-2023 13:00,16-12-2023 17:00,CIF,Pharmaceutical Raw Materials - Paracetamol,227.82,0.94,10021.58,14865.92,DA2502113308089,CRT,15C to 25C,Cardboard Box,"['HACCP', 'GDP']","['FDA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9976453868961076}",HIGH,Daily,Continuous,Basic,11892.736,445.98,101.82,54.34,156.15,1001.9,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-E475DA12,Growth Hormone,IU,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL77375,20-11-2024 21:00,24-11-2024 21:00,21-11-2024 05:00,26-11-2024 20:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.04,0.08,ES2502115150353,REF,-30C to 30C,Reefer Container,"['GDP', 'GMP']","['FDA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9837399813362802}",HIGH,Daily,Continuous,Basic,0.064,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-C555A8B8,Erythropoietin,IU,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL51687,23-10-2023 21:00,27-10-2023 21:00,23-10-2023 09:00,28-10-2023 15:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.0,0.08,YF2502115518145,CRT,15C to 25C,Fiber Drum,"['HACCP', 'GDP']","['EMA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9618608342609766}",LOW,Monthly,Standard,All-Risk,0.12,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-5D6EF7C0,Atorvastatin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL63907,11-02-2025 21:00,16-02-2025 21:00,11-02-2025 22:00,17-02-2025 22:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,29.22,0.1,1150.25,2431.28,DA2502114749565,CRT,15C to 25C,Cardboard Box,"['ISO', 'GMP']","['FDA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9992315075069943}",LOW,Monthly,Standard,Premium,2917.536,97.25,15.67,5.89,21.55,112.19,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-46021B04,Ibuprofen,g,Chicago Facility,USA,,USCHI,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL23600,28-10-2023 21:00,01-11-2023 21:00,29-10-2023 03:00,03-11-2023 05:00,DAP,Pharmaceutical Raw Materials - Ibuprofen,105.08,0.55,163.43,0.0,WE2502116878736,CRT,20C to 35C,Pallet Box,"['GDP', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9594066013305788}",MEDIUM,Weekly,Enhanced,All-Risk,245.145,9.81,50.89,17.01,67.9,5.58,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-FE900C3B,Beta Interferon,mcg,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL44654,07-02-2024 21:00,11-02-2024 21:00,08-02-2024 04:00,13-02-2024 06:00,CIF,Pharmaceutical Raw Materials - Beta Interferon,0.0,0.0,0.0,0.0,ES2502117944027,DFZ,-80C to -20C,Deep Freeze Container,"['ISO', 'HACCP']","['EMA', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9761573720546415}",MEDIUM,Weekly,Enhanced,Basic,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-07471B71,Insulin,IU,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL90731,06-02-2025 21:00,09-02-2025 21:00,06-02-2025 23:00,10-02-2025 07:00,CIF,Pharmaceutical Raw Materials - Insulin,0.0,0.0,0.05,0.16,DA2502119259177,REF,2C to 8C,Cold Chain Container,"['HACCP', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9996857350866417}",MEDIUM,Weekly,Enhanced,Basic,0.128,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-2577EE4D,Growth Hormone,IU,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL64117,17-05-2023 21:00,23-05-2023 21:00,18-05-2023 01:00,24-05-2023 07:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.0,0.08,XL2502114003707,REF,-30C to 30C,Reefer Container,"['GDP', 'ISO']","['FDA', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9903686931669584}",HIGH,Daily,Continuous,All-Risk,0.12,0.01,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-DE3A84E0,Ibuprofen,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL55496,01-11-2022 21:00,05-11-2022 21:00,01-11-2022 16:00,06-11-2022 16:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,134.57,0.47,5381.72,17133.42,LC2502115929545,CRT,30C to 35C,Plastic Drum,"['HACCP', 'GMP']","['FDA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9878890831560992}",MEDIUM,Weekly,Enhanced,All-Risk,25700.13,1028.01,70.02,27.45,97.47,481.14,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-408C074D,Paracetamol,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL79711,22-10-2023 21:00,26-10-2023 21:00,22-10-2023 10:00,28-10-2023 03:00,CIF,Pharmaceutical Raw Materials - Paracetamol,134.41,0.64,5969.69,13103.59,DA2502112132498,CRT,20C to 35C,Pallet Box,"['GDP', 'ISO']","['MHRA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.997713718271053}",HIGH,Daily,Continuous,Standard,13103.59,589.66,77.08,31.3,108.37,542.74,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-426700A5,Rituximab,mg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL35700,13-11-2022 21:00,17-11-2022 21:00,14-11-2022 09:00,19-11-2022 10:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.02,0.0,0.07,2.65,S2502116509699,CRT,15C to 25C,Cardboard Box,"['ISO', 'GMP']","['WHO', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9638740604927383}",MEDIUM,Weekly,Enhanced,Basic,2.12,0.06,0.01,0.0,0.02,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-B019BD29,Aspirin,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL75894,25-06-2022 21:00,29-06-2022 21:00,25-06-2022 23:00,01-07-2022 21:00,CIF,Pharmaceutical Raw Materials - Aspirin,125.14,0.27,392.18,9083.69,JH2502113165948,CRT,20C to 35C,Pallet Box,"['GDP', 'GMP']","['WHO', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9980148248926939}",HIGH,Daily,Continuous,Premium,10900.428,545.02,59.57,22.14,81.71,9.54,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-F13F34F7,Atorvastatin,g,San Francisco Facility,USA,,USSFO,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL24942,21-05-2022 21:00,24-05-2022 21:00,22-05-2022 04:00,25-05-2022 19:00,DAP,Pharmaceutical Raw Materials - Atorvastatin,60.07,0.2,113.12,0.0,YF2502116206017,CRT,20C to 35C,Pallet Box,"['HACCP', 'GMP']","['MHRA', 'WHO']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9604154608043629}",MEDIUM,Weekly,Enhanced,Standard,113.12,4.07,29.45,13.52,42.97,3.6,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-816CBBC4,Sildenafil,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL24639,11-04-2024 21:00,14-04-2024 21:00,11-04-2024 09:00,15-04-2024 09:00,CIF,Pharmaceutical Raw Materials - Sildenafil,31.54,0.08,1308.05,3604.24,UA2502117760799,CRT,15C to 25C,Cardboard Box,"['GDP', 'HACCP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9508961752035063}",MEDIUM,Weekly,Enhanced,Basic,2883.392,86.5,14.77,5.56,20.33,120.86,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-9645A78D,Alpha Interferon,mcg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL31017,10-08-2023 21:00,16-08-2023 21:00,11-08-2023 06:00,18-08-2023 20:00,CIF,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,JH2502116419664,DFZ,-25C to -15C,Cryo Box,"['GMP', 'HACCP']","['MHRA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9875154394080914}",MEDIUM,Weekly,Enhanced,Premium,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-8EADB7E1,Adalimumab,mg,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL77336,05-05-2024 21:00,07-05-2024 21:00,05-05-2024 11:00,07-05-2024 04:00,CIF,Pharmaceutical Raw Materials - Adalimumab,0.01,0.0,0.51,2.24,LC2502119009281,CRT,30C to 35C,Plastic Drum,"['GMP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9975034353596964}",HIGH,Daily,Continuous,All-Risk,3.36,0.17,0.01,0.0,0.01,0.05,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-0F8AF9AB,Lisinopril,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL47399,14-09-2024 21:00,17-09-2024 21:00,14-09-2024 13:00,19-09-2024 17:00,CIF,Pharmaceutical Raw Materials - Lisinopril,33.17,0.08,1545.42,4143.55,FE2502119318360,CRT,15C to 25C,Cardboard Box,"['HACCP', 'GMP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9664393422810791}",LOW,Monthly,Standard,All-Risk,6215.325,207.18,19.43,6.09,25.52,130.32,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-1D56E194,Lisinopril,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL42674,14-05-2023 21:00,20-05-2023 21:00,14-05-2023 20:00,21-05-2023 18:00,CIF,Pharmaceutical Raw Materials - Lisinopril,40.77,0.09,161.44,7067.31,XL2502112560914,CRT,15C to 25C,Cardboard Box,"['ISO', 'GDP']","['EMA', 'WHO']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.963336292986867}",MEDIUM,Weekly,Enhanced,Premium,8480.772,339.23,24.19,8.94,33.13,3.66,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-AF9195C8,COVID-19 Vaccine,doses,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL53977,22-08-2024 21:00,24-08-2024 21:00,22-08-2024 22:00,23-08-2024 21:00,CIF,Pharmaceutical Raw Materials - COVID-19 Vaccine,0.45,0.0,22.95,31.86,FE2502113534564,FRZ,-25C to -18C,Freezer Container,"['GDP', 'GMP']","['MHRA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.973329152204871}",MEDIUM,Weekly,Enhanced,Premium,38.232,1.53,1.63,0.49,2.12,1.94,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-781F6F5E,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL45902,04-02-2023 21:00,06-02-2023 21:00,04-02-2023 11:00,07-02-2023 17:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,79.85,0.34,3268.24,9406.89,DA2502117966959,CRT,20C to 35C,Pallet Box,"['GMP', 'HACCP']","['MHRA', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9828195433326474}",HIGH,Daily,Continuous,All-Risk,14110.335,705.52,46.69,12.16,58.84,298.7,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-6B85A42D,Metformin,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL95856,20-02-2023 21:00,23-02-2023 21:00,20-02-2023 17:00,25-02-2023 18:00,CIF,Pharmaceutical Raw Materials - Metformin,133.14,0.62,4986.91,16705.09,ES2502113814135,CRT,20C to 35C,Pallet Box,"['HACCP', 'GDP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9787291094209595}",HIGH,Daily,Continuous,Premium,20046.108,1002.31,69.1,31.57,100.67,491.53,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-6E1B9389,Paracetamol,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL96836,30-10-2024 21:00,04-11-2024 21:00,30-10-2024 22:00,06-11-2024 02:00,CIF,Pharmaceutical Raw Materials - Paracetamol,232.24,0.48,10111.87,14871.78,UA2502117162044,CRT,15C to 25C,Fiber Drum,"['HACCP', 'GDP']","['WHO', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9590799713122294}",LOW,Monthly,Standard,Standard,14871.78,446.15,93.75,55.95,149.7,1002.62,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-7E38E096,Insulin,IU,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL44869,18-08-2023 21:00,22-08-2023 21:00,18-08-2023 19:00,22-08-2023 11:00,CIF,Pharmaceutical Raw Materials - Insulin,0.0,0.0,0.04,0.13,FE2502114397537,REF,2C to 8C,Cold Chain Container,"['ISO', 'GMP']","['FDA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9535047073282691}",LOW,Monthly,Standard,All-Risk,0.195,0.01,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-25B23C6D,Atorvastatin,g,Philadelphia Facility,USA,,USPHL,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL84539,08-03-2022 21:00,13-03-2022 21:00,08-03-2022 18:00,13-03-2022 19:00,DAP,Pharmaceutical Raw Materials - Atorvastatin,37.87,0.2,68.54,0.0,YF2502114767968,CRT,15C to 25C,Fiber Drum,"['GDP', 'ISO']","['EMA', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9711689748748172}",MEDIUM,Weekly,Enhanced,Basic,54.832,1.64,18.65,6.17,24.81,2.56,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-C131F823,Erythropoietin,IU,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL23672,01-12-2024 21:00,06-12-2024 21:00,01-12-2024 18:00,07-12-2024 10:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.04,0.12,UA2502111154028,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['MHRA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9963029173678123}",LOW,Monthly,Standard,Premium,0.144,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-05600E4F,Atorvastatin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL14440,10-02-2023 21:00,15-02-2023 21:00,11-02-2023 00:00,17-02-2023 17:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,25.25,0.12,73.7,3054.21,JH2502117540753,CRT,20C to 35C,Pallet Box,"['ISO', 'GMP']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.965168213671052}",LOW,Monthly,Standard,All-Risk,4581.315,152.71,14.42,4.94,19.35,1.88,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-4A0A855F,Metformin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL77038,14-09-2023 21:00,19-09-2023 21:00,14-09-2023 11:00,19-09-2023 18:00,CIF,Pharmaceutical Raw Materials - Metformin,124.37,0.51,5781.93,6814.62,LC2502113751918,CRT,15C to 25C,Cardboard Box,"['GMP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9768898147367738}",LOW,Monthly,Standard,All-Risk,10221.93,340.73,57.64,19.42,77.06,534.91,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-EF5464F8,Alpha Interferon,mcg,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL67984,31-03-2022 21:00,02-04-2022 21:00,31-03-2022 20:00,02-04-2022 05:00,CIF,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,FE2502113404105,DFZ,-80C to -20C,Deep Freeze Container,"['GDP', 'HACCP']","['WHO', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9672318562840841}",HIGH,Daily,Continuous,Basic,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
